bn:00082121v	bn:00083932v	Verb Group
bn:00082121v	bn:00087459v	Verb Group
bn:00082127v	bn:00086185v	Verb Group
bn:00082138v	bn:00094573v	Verb Group
bn:00082139v	bn:00082379v	Verb Group
bn:00082139v	bn:00088435v	Verb Group
bn:00082145v	bn:00086594v	Verb Group
bn:00082162v	bn:00082163v	Verb Group
bn:00082163v	bn:00082162v	Verb Group
bn:00082175v	bn:00089597v	Verb Group
bn:00082197v	bn:00082200v	Verb Group
bn:00082198v	bn:00089246v	Verb Group
bn:00082200v	bn:00082197v	Verb Group
bn:00082201v	bn:00082370v	Verb Group
bn:00082217v	bn:00085698v	Verb Group
bn:00082225v	bn:00084595v	Verb Group
bn:00082227v	bn:00082477v	Verb Group
bn:00082230v	bn:00089459v	Verb Group
bn:00082244v	bn:00086760v	Verb Group
bn:00082244v	bn:00087990v	Verb Group
bn:00082273v	bn:00082274v	Verb Group
bn:00082274v	bn:00082273v	Verb Group
bn:00082276v	bn:00088208v	Verb Group
bn:00082278v	bn:00082282v	Verb Group
bn:00082282v	bn:00082278v	Verb Group
bn:00082282v	bn:00086735v	Verb Group
bn:00082282v	bn:00086741v	Verb Group
bn:00082282v	bn:00086747v	Verb Group
bn:00082286v	bn:00082289v	Verb Group
bn:00082286v	bn:00082293v	Verb Group
bn:00082287v	bn:00082289v	Verb Group
bn:00082287v	bn:00082294v	Verb Group
bn:00082287v	bn:00091717v	Verb Group
bn:00082289v	bn:00082286v	Verb Group
bn:00082289v	bn:00082287v	Verb Group
bn:00082290v	bn:00082294v	Verb Group
bn:00082291v	bn:00084060v	Verb Group
bn:00082293v	bn:00082286v	Verb Group
bn:00082294v	bn:00082287v	Verb Group
bn:00082294v	bn:00082290v	Verb Group
bn:00082294v	bn:00091719v	Verb Group
bn:00082294v	bn:00091727v	Verb Group
bn:00082305v	bn:00090404v	Verb Group
bn:00082313v	bn:00082430v	Verb Group
bn:00082313v	bn:00090949v	Verb Group
bn:00082317v	bn:00082322v	Verb Group
bn:00082320v	bn:00082321v	Verb Group
bn:00082321v	bn:00082320v	Verb Group
bn:00082322v	bn:00082317v	Verb Group
bn:00082337v	bn:00084385v	Verb Group
bn:00082339v	bn:00085497v	Verb Group
bn:00082339v	bn:00087116v	Verb Group
bn:00082344v	bn:00082347v	Verb Group
bn:00082344v	bn:00094354v	Verb Group
bn:00082347v	bn:00082344v	Verb Group
bn:00082348v	bn:00085756v	Verb Group
bn:00082351v	bn:00093419v	Verb Group
bn:00082369v	bn:00082373v	Verb Group
bn:00082370v	bn:00082201v	Verb Group
bn:00082371v	bn:00082540v	Verb Group
bn:00082373v	bn:00082369v	Verb Group
bn:00082375v	bn:00095642v	Verb Group
bn:00082379v	bn:00082139v	Verb Group
bn:00082386v	bn:00091205v	Verb Group
bn:00082391v	bn:00087915v	Verb Group
bn:00082411v	bn:00083240v	Verb Group
bn:00082414v	bn:00082468v	Verb Group
bn:00082429v	bn:00090576v	Verb Group
bn:00082430v	bn:00082313v	Verb Group
bn:00082430v	bn:00085383v	Verb Group
bn:00082442v	bn:00088814v	Verb Group
bn:00082462v	bn:00082838v	Verb Group
bn:00082468v	bn:00082414v	Verb Group
bn:00082475v	bn:00082480v	Verb Group
bn:00082477v	bn:00082227v	Verb Group
bn:00082477v	bn:00084854v	Verb Group
bn:00082480v	bn:00082475v	Verb Group
bn:00082537v	bn:00082538v	Verb Group
bn:00082538v	bn:00082537v	Verb Group
bn:00082540v	bn:00082371v	Verb Group
bn:00082573v	bn:00082574v	Verb Group
bn:00082574v	bn:00082573v	Verb Group
bn:00082577v	bn:00082578v	Verb Group
bn:00082578v	bn:00082577v	Verb Group
bn:00082600v	bn:00082601v	Verb Group
bn:00082601v	bn:00082600v	Verb Group
bn:00082630v	bn:00085385v	Verb Group
bn:00082634v	bn:00086375v	Verb Group
bn:00082641v	bn:00084742v	Verb Group
bn:00082665v	bn:00082963v	Verb Group
